"Album","Word","Meaning","PartOfSpeech","Pronunciation","Example_English","Example_Vietnamese"
"ETS-RC-1","expire","hết hạn, hết hiệu lực","verb","/ɪkˈspaɪr/","Your membership will expire at the end of this month.","Tư cách thành viên của bạn sẽ hết hạn vào cuối tháng này."
"ETS-RC-1","renew","gia hạn, làm mới","verb","/rɪˈnuː/","You must renew your license before it expires.","Bạn phải gia hạn giấy phép trước khi nó hết hạn."
"ETS-RC-1","professional","chuyên nghiệp","adj","/prəˈfeʃ.ən.əl/","He gave a professional presentation to the investors.","Anh ấy đã có một bài thuyết trình chuyên nghiệp trước các nhà đầu tư."
"ETS-RC-1","professional","chuyên gia","noun","/prəˈfeʃ.ən.əl/","Only qualified professionals can operate this machine.","Chỉ những chuyên gia có chứng chỉ mới có thể vận hành máy này."
"ETS-RC-1","compose","soạn, sáng tác hoặc cấu thành","verb","/kəmˈpoʊz/","The musician will compose a new song for the festival.","Nhạc sĩ sẽ sáng tác một bài hát mới cho lễ hội."
"ETS-RC-1","exterior","bề ngoài","noun","/ɪkˈstɪr.i.ɚ/","The building’s exterior is made of glass and steel.","Bề ngoài của tòa nhà được làm bằng kính và thép."
"ETS-RC-1","superior","tốt hơn, vượt trội hơn","adj","/səˈpɪr.i.ɚ/","Our products are of superior quality compared to competitors.","Sản phẩm của chúng tôi có chất lượng vượt trội so với đối thủ."
"ETS-RC-1","component","thành phần, bộ phận","noun","/kəmˈpoʊ.nənt/","Each component of the machine must be tested before assembly.","Mỗi bộ phận của máy phải được kiểm tra trước khi lắp ráp."
"ETS-RC-1","loss","sự mất mát, thiệt hại","noun","/lɑːs/","The company reported a significant loss in revenue this quarter.","Công ty báo cáo khoản lỗ đáng kể trong doanh thu quý này."
"ETS-RC-1","assemble","tập hợp, lắp ráp","verb","/əˈsem.bəl/","The workers will assemble the furniture before delivery.","Công nhân sẽ lắp ráp đồ nội thất trước khi giao hàng."
"ETS-RC-1","surface","bề mặt","noun","/ˈsɝː.fɪs/","The surface of the table is made of polished wood.","Bề mặt của bàn được làm bằng gỗ đánh bóng."
"ETS-RC-1","obtain","đạt được, giành được","verb","/əbˈteɪn/","You must obtain a permit before starting construction.","Bạn phải có giấy phép trước khi bắt đầu xây dựng."
"ETS-RC-1","reference","sự tham khảo; người giới thiệu","noun","/ˈref.ɚ.əns/","Please provide at least two references when applying for the job.","Vui lòng cung cấp ít nhất hai người giới thiệu khi ứng tuyển công việc."
"ETS-RC-1","underlined","được gạch chân, nhấn mạnh","adj","/ˈʌn.dɚ.laɪnd/","The underlined words in the text are key terms.","Những từ được gạch chân trong văn bản là các thuật ngữ quan trọng."
"ETS-RC-1","expansive","rộng lớn, bao quát","adj","/ɪkˈspæn.sɪv/","The hotel offers an expansive view of the ocean.","Khách sạn có tầm nhìn rộng ra biển."
"ETS-RC-1","adjacent","kế bên, liền kề","adj","/əˈdʒeɪ.sənt/","The restaurant is adjacent to the shopping mall.","Nhà hàng nằm liền kề trung tâm mua sắm."
"ETS-RC-1","renovation","cải tạo, tu sửa","noun","/ˌren.əˈveɪ.ʃən/","The library will be closed for renovation next month.","Thư viện sẽ đóng cửa để cải tạo vào tháng tới."
"ETS-RC-1","accommodate","chứa, đáp ứng, cung cấp chỗ ở","verb","/əˈkɑː.mə.deɪt/","The meeting room can accommodate up to 50 people.","Phòng họp có thể chứa tối đa 50 người."
"ETS-RC-1","gathering","buổi tụ họp","noun","/ˈɡæð.ɚ.ɪŋ/","There will be a small gathering at my house this weekend.","Sẽ có một buổi tụ họp nhỏ tại nhà tôi cuối tuần này."
"ETS-RC-1","revolutionize","cách mạng hóa, thay đổi hoàn toàn","verb","/ˌrev.əˈluː.ʃən.aɪz/","The new software will revolutionize the way we manage data.","Phần mềm mới sẽ cách mạng hóa cách chúng ta quản lý dữ liệu."
"ETS-RC-1","resident","cư dân","noun","/ˈrez.ɪ.dənt/","Residents of the building are required to show ID at the entrance.","Cư dân của tòa nhà phải xuất trình giấy tờ tùy thân khi vào cổng."
"ETS-RC-1","in advance","trước, sớm hơn","adverb","/ɪn ədˈvæns/","Please book your tickets in advance to secure your seats.","Vui lòng đặt vé trước để đảm bảo chỗ ngồi."
"ETS-RC-1","reserve","đặt trước; giữ lại","verb","/rɪˈzɝːv/","You should reserve a table at least one day in advance.","Bạn nên đặt bàn ít nhất một ngày trước."
"ETS-RC-1","solely","chỉ, duy nhất","adverb","/ˈsoʊl.li/","The decision was based solely on financial considerations.","Quyết định chỉ dựa trên các yếu tố tài chính."
"ETS-RC-1","fund","cấp vốn, tài trợ","verb","/fʌnd/","The government will fund the new research project.","Chính phủ sẽ tài trợ cho dự án nghiên cứu mới."
"ETS-RC-1","fund","quỹ, nguồn tiền","noun","/fʌnd/","The charity set up a fund to help flood victims.","Tổ chức từ thiện lập một quỹ để giúp đỡ nạn nhân lũ lụt."
"ETS-RC-1","organization","tổ chức, cơ quan","noun","/ˌɔːr.ɡənəˈzeɪ.ʃən/","The organization provides free training to unemployed workers.","Tổ chức cung cấp đào tạo miễn phí cho người lao động thất nghiệp."
"ETS-RC-1","field","lĩnh vực hoặc cánh đồng","noun","/fiːld/","She is an expert in the field of marketing.","Cô ấy là chuyên gia trong lĩnh vực tiếp thị."
"ETS-RC-1","substantial","đáng kể, lớn lao","adj","/səbˈstæn.ʃəl/","The company made a substantial investment in new technology.","Công ty đã đầu tư đáng kể vào công nghệ mới."
"ETS-RC-1","harvest","thu hoạch","verb","/ˈhɑːr.vəst/","Farmers harvest crops in the fall.","Nông dân thu hoạch mùa màng vào mùa thu."
"ETS-RC-1","harvest","mùa thu hoạch","noun","/ˈhɑːr.vəst/","This year’s rice harvest was particularly good.","Mùa thu hoạch lúa năm nay đặc biệt bội thu."
"ETS-RC-1","insight","hiểu biết sâu sắc","noun","/ˈɪn.saɪt/","The report provides valuable insight into market trends.","Báo cáo cung cấp cái nhìn giá trị về xu hướng thị trường."
"ETS-RC-1","frequently","thường xuyên","adverb","/ˈfriː.kwənt.li/","The website is frequently updated with new content.","Trang web thường xuyên được cập nhật nội dung mới."
"ETS-RC-1","staffing","bố trí nhân sự","noun","/ˈstæf.ɪŋ/","The company is facing staffing challenges during peak season.","Công ty đang đối mặt với thách thức về nhân sự trong mùa cao điểm."
"ETS-RC-1","outstanding","xuất sắc; còn tồn đọng","adj","/ˌaʊtˈstæn.dɪŋ/","She received an award for her outstanding performance.","Cô ấy nhận giải thưởng vì thành tích xuất sắc."
"ETS-RC-1","anticipate","dự đoán, lường trước","verb","/ænˈtɪs.ə.peɪt/","We anticipate an increase in sales during the holiday season.","Chúng tôi dự đoán doanh số sẽ tăng trong mùa lễ."
"ETS-RC-1","expectation","sự mong đợi, kỳ vọng","noun","/ˌek.spekˈteɪ.ʃən/","The product launch met the company’s high expectations.","Việc ra mắt sản phẩm đã đáp ứng kỳ vọng cao của công ty."
"ETS-RC-1","accept","chấp nhận","verb","/əkˈsept/","The hotel accepts payments by credit card.","Khách sạn chấp nhận thanh toán bằng thẻ tín dụng."
"ETS-RC-1","malfunction","sự cố, hỏng hóc","noun","/ˌmælˈfʌŋk.ʃən/","The machine stopped due to a technical malfunction.","Máy đã ngừng hoạt động do sự cố kỹ thuật."
"ETS-RC-1","cancellation","sự hủy bỏ","noun","/ˌkæn.səlˈeɪ.ʃən/","We received a cancellation of the hotel booking.","Chúng tôi nhận được thông báo hủy đặt phòng khách sạn."
"ETS-RC-1","apology","lời xin lỗi","noun","/əˈpɑː.lə.dʒi/","The manager offered an apology for the inconvenience caused.","Người quản lý đã đưa ra lời xin lỗi vì sự bất tiện gây ra."
"ETS-RC-1","distributor","nhà phân phối","noun","/dɪˈstrɪb.jə.t̬ɚ/","The company is a leading distributor of medical equipment.","Công ty là nhà phân phối hàng đầu về thiết bị y tế."
"ETS-RC-1","enclosed","đính kèm, bao quanh","adj","/ɪnˈkloʊzd/","Please find the enclosed document for your reference.","Vui lòng xem tài liệu đính kèm để tham khảo."
"ETS-RC-1","invoice","hóa đơn","noun","/ˈɪn.vɔɪs/","The invoice should be paid within 30 days of receipt.","Hóa đơn cần được thanh toán trong vòng 30 ngày kể từ khi nhận."
"ETS-RC-1","automatically","một cách tự động","adverb","/ˌɑː.t̬əˈmæt̬.ɪ.kəl.i/","The system automatically backs up data every night.","Hệ thống tự động sao lưu dữ liệu mỗi đêm."
"ETS-RC-1","supply","cung cấp","verb","/səˈplaɪ/","The company will supply office furniture to the new branch.","Công ty sẽ cung cấp đồ nội thất văn phòng cho chi nhánh mới."
"ETS-RC-1","supply","nguồn cung, vật tư","noun","/səˈplaɪ/","The hospital keeps a large supply of medical equipment.","Bệnh viện dự trữ nhiều thiết bị y tế."
"ETS-RC-1","transition","sự chuyển đổi","noun","/trænˈzɪʃ.ən/","The company is undergoing a transition to new management.","Công ty đang trải qua quá trình chuyển đổi sang ban quản lý mới."
"ETS-RC-1","on a regular basis","một cách thường xuyên","adverb","/ɒn ə ˈreɡ.jə.lɚ ˈbeɪ.sɪs/","The equipment should be checked on a regular basis.","Thiết bị nên được kiểm tra thường xuyên."
"ETS-RC-1","investigate","điều tra, nghiên cứu","verb","/ɪnˈves.tə.ɡeɪt/","The police will investigate the cause of the accident.","Cảnh sát sẽ điều tra nguyên nhân vụ tai nạn."
"ETS-RC-1","employment","việc làm, sự tuyển dụng","noun","/ɪmˈplɔɪ.mənt/","The factory provides employment for over 500 workers.","Nhà máy tạo việc làm cho hơn 500 công nhân."
"ETS-RC-1","construction","việc xây dựng","noun","/kənˈstrʌk.ʃən/","The construction of the new bridge will take two years.","Việc xây dựng cây cầu mới sẽ mất hai năm."
"ETS-RC-2","remain","vẫn còn, duy trì, ở lại","verb","/rɪˈmeɪn/","Only a few tickets remain for the concert.","Chỉ còn lại vài vé cho buổi hòa nhạc."
"ETS-RC-2","handheld","cầm tay","adj","/ˈhænd.held/","The store sells various handheld electronic devices.","Cửa hàng bán nhiều thiết bị điện tử cầm tay."
"ETS-RC-2","external","bên ngoài, ngoại bộ","adj","/ɪkˈstɜːr.nəl/","The external walls need repainting.","Các bức tường bên ngoài cần được sơn lại."
"ETS-RC-2","back order","đơn hàng đặt trước do hết hàng","noun","/ˈbæk ˌɔːr.dɚ/","The item is currently on back order and will ship next month.","Mặt hàng hiện đang được đặt trước và sẽ giao vào tháng tới."
"ETS-RC-2","electrify","điện khí hóa; làm phấn khích","verb","/iˈlek.trə.faɪ/","The company plans to electrify all its vehicles by 2030.","Công ty dự định điện khí hóa toàn bộ phương tiện của mình vào năm 2030."
"ETS-RC-2","resign","từ chức","verb","/rɪˈzaɪn/","The CEO decided to resign after ten years of service.","Giám đốc điều hành quyết định từ chức sau mười năm làm việc."
"ETS-RC-2","severely","một cách nghiêm trọng","adverb","/səˈvɪr.li/","The company was severely affected by the economic crisis.","Công ty bị ảnh hưởng nghiêm trọng bởi khủng hoảng kinh tế."
"ETS-RC-2","in contrast to","trái ngược với","preposition","/ɪn ˈkɑːn.træst tuː/","In contrast to last year, sales have increased significantly.","Trái ngược với năm ngoái, doanh số đã tăng đáng kể."
"ETS-RC-2","asset","tài sản; lợi thế","noun","/ˈæs.et/","Her communication skills are a valuable asset to the company.","Kỹ năng giao tiếp của cô ấy là một tài sản quý giá cho công ty."
"ETS-RC-2","evaluate","đánh giá","verb","/ɪˈvæl.ju.eɪt/","The manager will evaluate the performance of all team members.","Người quản lý sẽ đánh giá hiệu suất của tất cả các thành viên."
"ETS-RC-2","relative","người họ hàng","noun","/ˈrel.ə.tɪv/","I visited my relatives during the holiday.","Tôi đã đến thăm họ hàng trong kỳ nghỉ."
"ETS-RC-2","spacious","rộng rãi","adj","/ˈspeɪ.ʃəs/","The new office is bright and spacious.","Văn phòng mới sáng sủa và rộng rãi."
"ETS-RC-2","instantly","ngay lập tức","adverb","/ˈɪn.stənt.li/","She replied to my message instantly.","Cô ấy trả lời tin nhắn của tôi ngay lập tức."
"ETS-RC-2","obscure","ít được biết đến, khó hiểu","adj","/əbˈskjʊr/","The meaning of the poem is obscure to most readers.","Ý nghĩa của bài thơ khó hiểu với hầu hết độc giả."
"ETS-RC-2","withdraw","rút, rút lui, rút tiền","verb","/wɪðˈdrɑː/","You can withdraw cash from any ATM.","Bạn có thể rút tiền mặt từ bất kỳ máy ATM nào."
"ETS-RC-2","keynote speech","bài phát biểu chính","noun","/ˈkiː.noʊt spiːtʃ/","The CEO delivered the keynote speech at the annual conference.","Giám đốc điều hành đã có bài phát biểu chính tại hội nghị thường niên."
"ETS-RC-2","contractor","nhà thầu","noun","/ˈkɑːn.træk.tɚ/","The contractor will complete the building by December.","Nhà thầu sẽ hoàn thành tòa nhà vào tháng Mười Hai."
"ETS-RC-2","comfort","sự thoải mái","noun","/ˈkʌm.fɚt/","The hotel aims to provide comfort and luxury to its guests.","Khách sạn nhằm mang lại sự thoải mái và sang trọng cho khách."
"ETS-RC-2","qualified","đủ tiêu chuẩn","adj","/ˈkwɑː.lə.faɪd/","Only qualified applicants will be invited for an interview.","Chỉ những ứng viên đủ điều kiện mới được mời phỏng vấn."
"ETS-RC-2","up-to-date","cập nhật, mới nhất","adj","/ˌʌp.təˈdeɪt/","We keep our customer database up-to-date.","Chúng tôi luôn cập nhật cơ sở dữ liệu khách hàng."
"ETS-RC-2","ongoing","đang diễn ra, liên tục","adj","/ˈɑːnˌɡoʊ.ɪŋ/","The ongoing project is expected to finish next year.","Dự án đang diễn ra dự kiến sẽ hoàn thành vào năm sau."
"ETS-RC-2","quote","báo giá; trích dẫn","verb","/kwoʊt/","The supplier will quote a price for the new order.","Nhà cung cấp sẽ báo giá cho đơn hàng mới."
"ETS-RC-2","enact","ban hành luật","verb","/ɪˈnækt/","The government will enact a new law to protect consumers.","Chính phủ sẽ ban hành luật mới để bảo vệ người tiêu dùng."
"ETS-RC-2","effective","có hiệu quả","adj","/ɪˈfek.tɪv/","The new marketing strategy has proven very effective.","Chiến lược tiếp thị mới đã chứng minh hiệu quả."
"ETS-RC-2","workmanship","tay nghề, chất lượng làm ra","noun","/ˈwɝːk.mən.ʃɪp/","The furniture is of excellent workmanship.","Đồ nội thất có chất lượng tay nghề tuyệt vời."
"ETS-RC-2","exclusively","một cách độc quyền, chỉ dành riêng","adverb","/ɪkˈskluː.sɪv.li/","The offer is available exclusively to premium members.","Ưu đãi chỉ dành riêng cho thành viên cao cấp."
"ETS-RC-2","adequate","đủ, tương xứng","adj","/ˈæd.ə.kwət/","The office space is adequate for our needs.","Không gian văn phòng đủ cho nhu cầu của chúng tôi."
"ETS-RC-2","insure","bảo hiểm, bảo đảm","verb","/ɪnˈʃʊr/","You should insure your car against theft.","Bạn nên mua bảo hiểm cho xe của mình chống trộm."
"ETS-RC-2","presence","sự hiện diện","noun","/ˈprez.əns/","Her presence at the meeting was highly appreciated.","Sự có mặt của cô ấy tại cuộc họp được đánh giá cao."
"ETS-RC-2","boost","tăng cường, thúc đẩy","verb","/buːst/","The campaign aims to boost sales during the holiday season.","Chiến dịch nhằm thúc đẩy doanh số trong mùa lễ."
"ETS-RC-2","entrepreneur","doanh nhân, người khởi nghiệp","noun","/ˌɑːn.trə.prəˈnɝː/","The entrepreneur started a tech company at the age of 22.","Doanh nhân này đã khởi nghiệp công ty công nghệ khi mới 22 tuổi."
"ETS-RC-2","webinar","hội thảo trực tuyến","noun","/ˈweb.ə.nɑːr/","The company will host a webinar on digital marketing.","Công ty sẽ tổ chức hội thảo trực tuyến về tiếp thị kỹ thuật số."
"ETS-RC-2","launch","ra mắt, tung ra","verb","/lɔːntʃ/","The company plans to launch a new product next month.","Công ty dự định ra mắt sản phẩm mới vào tháng tới."
"ETS-RC-2","relocate","chuyển địa điểm","verb","/ˌriː.loʊˈkeɪt/","The company will relocate its headquarters to a larger building.","Công ty sẽ chuyển trụ sở sang tòa nhà lớn hơn."
"ETS-RC-2","approximately","xấp xỉ, khoảng chừng","adverb","/əˈprɑːk.sə.mət.li/","The meeting will last approximately two hours.","Cuộc họp sẽ kéo dài khoảng hai giờ."
"ETS-RC-2","workforce","lực lượng lao động","noun","/ˈwɝːk.fɔːrs/","The company is expanding its workforce to meet demand.","Công ty đang mở rộng lực lượng lao động để đáp ứng nhu cầu."
"ETS-RC-2","out of stock","hết hàng","adj","/aʊt əv stɑːk/","The product is currently out of stock and will be restocked soon.","Sản phẩm hiện đã hết hàng và sẽ được nhập lại sớm."
"ETS-RC-2","discontinue","ngừng, chấm dứt","verb","/ˌdɪs.kənˈtɪn.juː/","The company decided to discontinue the old product line.","Công ty quyết định ngừng dòng sản phẩm cũ."
"ETS-RC-2","facilitator","người hỗ trợ, người điều phối","noun","/fəˈsɪl.ə.teɪ.t̬ɚ/","The facilitator guided the discussion to keep it on track.","Người điều phối đã hướng dẫn cuộc thảo luận để giữ đúng hướng."
"ETS-RC-2","credentials","giấy tờ chứng nhận năng lực","noun","/krəˈden.tʃəlz/","Applicants must submit their credentials with the job application.","Ứng viên phải nộp giấy tờ chứng nhận năng lực cùng đơn xin việc."
"ETS-RC-2","adjustment","sự điều chỉnh","noun","/əˈdʒʌst.mənt/","The technician made some adjustments to improve the machine’s performance.","Kỹ thuật viên đã thực hiện một số điều chỉnh để cải thiện hiệu suất của máy."
"ETS-RC-2","optician","người bán kính, chuyên gia đo mắt","noun","/ɑːpˈtɪʃ.ən/","The optician adjusted my glasses for a better fit.","Người bán kính đã chỉnh kính của tôi để vừa hơn."
"ETS-RC-2","publicize","quảng bá, công bố","verb","/ˈpʌb.lə.saɪz/","The company plans to publicize the new product through social media.","Công ty dự định quảng bá sản phẩm mới qua mạng xã hội."
"ETS-RC-2","temporary","tạm thời","adj","/ˈtem.pə.rer.i/","We are looking for a temporary replacement while she is on leave.","Chúng tôi đang tìm người thay thế tạm thời khi cô ấy nghỉ phép."
"ETS-RC-2","vacate","rời bỏ, bỏ trống","verb","/ˈveɪ.keɪt/","Guests must vacate their rooms by 11 a.m.","Khách phải rời phòng trước 11 giờ sáng."
"ETS-RC-2","normal","bình thường","adj","/ˈnɔːr.məl/","Business operations have returned to normal after the holiday.","Hoạt động kinh doanh đã trở lại bình thường sau kỳ nghỉ."
"ETS-RC-2","amenity","tiện nghi","noun","/əˈmen.ə.t̬i/","The hotel offers excellent amenities such as a swimming pool and spa.","Khách sạn cung cấp các tiện nghi tuyệt vời như hồ bơi và spa."
"ETS-RC-2","revision","sự chỉnh sửa","noun","/rɪˈvɪʒ.ən/","The report needs some revisions before it is published.","Báo cáo cần một số chỉnh sửa trước khi được xuất bản."
"ETS-RC-2","wholesale","bán sỉ","noun","/ˈhoʊl.seɪl/","The company specializes in the wholesale of electronic goods.","Công ty chuyên bán sỉ hàng điện tử."
"ETS-RC-2","extension","sự gia hạn, mở rộng","noun","/ɪkˈsten.ʃən/","The deadline extension allowed more time to complete the work.","Việc gia hạn thời hạn cho phép có thêm thời gian để hoàn thành công việc."
"ETS-RC-2","custom-built","chế tạo theo yêu cầu","adj","/ˌkʌs.təm ˈbɪlt/","They ordered a custom-built computer for graphic design.","Họ đặt một máy tính chế tạo theo yêu cầu để thiết kế đồ họa."
"ETS-RC-2","in the event of","trong trường hợp","preposition","/ɪn ðə ɪˈvent əv/","In the event of an emergency, please follow the evacuation plan.","Trong trường hợp khẩn cấp, vui lòng làm theo kế hoạch sơ tán."
"ETS-RC-2","disruption","sự gián đoạn","noun","/dɪsˈrʌp.ʃən/","The strike caused major disruptions to train services.","Cuộc đình công đã gây gián đoạn lớn cho dịch vụ tàu hỏa."
"ETS-RC-2","outpace","vượt qua, vượt trội hơn","verb","/ˌaʊtˈpeɪs/","The company’s growth has outpaced its competitors.","Sự tăng trưởng của công ty đã vượt qua đối thủ."
"ETS-RC-2","raw material","nguyên liệu thô","noun","/ˌrɑː məˈtɪr.i.əl/","The factory imports raw materials from overseas.","Nhà máy nhập nguyên liệu thô từ nước ngoài."
"ETS-RC-2","substantially","đáng kể","adverb","/səbˈstæn.ʃəl.i/","The new policy will substantially improve working conditions.","Chính sách mới sẽ cải thiện đáng kể điều kiện làm việc."
"ETS-RC-2","trigger","gây ra, kích hoạt","verb","/ˈtrɪɡ.ɚ/","The announcement triggered a wave of protests.","Thông báo đã gây ra làn sóng biểu tình."
"ETS-RC-2","stakeholder","bên liên quan","noun","/ˈsteɪkˌhoʊl.dɚ/","Stakeholders are invited to participate in the decision-making process.","Các bên liên quan được mời tham gia vào quá trình ra quyết định."
"ETS-RC-2","implement","triển khai, thực hiện","verb","/ˈɪm.plə.ment/","The company will implement a new training program.","Công ty sẽ triển khai một chương trình đào tạo mới."
"ETS-RC-2","overcome","vượt qua","verb","/ˌoʊ.vɚˈkʌm/","She managed to overcome all the difficulties.","Cô ấy đã xoay sở vượt qua mọi khó khăn."
"ETS-RC-2","relaxation","sự thư giãn","noun","/ˌriː.lækˈseɪ.ʃən/","The resort offers various activities for relaxation.","Khu nghỉ dưỡng cung cấp nhiều hoạt động để thư giãn."
