"Category","Album","Word","Meaning","PartOfSpeech","Pronunciation","Example_English","Example_Vietnamese"
"30_Days_TOEIC","RL1","adjust","điều chỉnh","verb","/əˈdʒʌst/","He adjusted the microphone before beginning his speech.","Anh ấy điều chỉnh micro trước khi bắt đầu bài phát biểu."
"30_Days_TOEIC","RL1","adjustment","sự điều chỉnh nhỏ","noun","/əˈdʒʌst.mənt/","The machine needed only a minor adjustment to work perfectly.","Máy chỉ cần một điều chỉnh nhỏ để hoạt động hoàn hảo."
"30_Days_TOEIC","RL1","adjustable","có thể điều chỉnh","adj","/əˈdʒʌ.stə.bəl/","This office chair has an adjustable backrest for better support.","Chiếc ghế văn phòng này có tựa lưng có thể điều chỉnh để hỗ trợ tốt hơn."
"30_Days_TOEIC","RL1","point","chỉ vào hoặc hướng sự chú ý đến ai đó, vật gì đó","verb","/pɔɪnt/","The presenter is pointing to a chart to explain the data.","Người thuyết trình đang chỉ vào biểu đồ để giải thích dữ liệu."
"30_Days_TOEIC","RL1","load","chất hàng lên","verb","/loʊd/","Workers are loading boxes onto the delivery truck.","Công nhân đang chất các thùng hàng lên xe giao hàng."
"30_Days_TOEIC","RL1","unload","dỡ hàng","verb","/ʌnˈloʊd/","They are unloading supplies from the back of the truck.","Họ đang dỡ hàng tiếp tế từ phía sau xe tải."
"30_Days_TOEIC","RL1","occupied","đang được sử dụng","adj","/ˈɑː.kjə.paɪd/","All the meeting rooms are currently occupied.","Tất cả phòng họp hiện đang có người sử dụng."
"30_Days_TOEIC","RL1","occupy","chiếm giữ hoặc sử dụng một vị trí","verb","/ˈɑː.kjə.paɪ/","Tenants occupy all apartments in the building.","Người thuê đã chiếm hết các căn hộ trong tòa nhà."
"30_Days_TOEIC","RL1","unoccupied","trống, không có người sử dụng","adj","/ˌʌnˈɑː.kjə.paɪd/","There are several unoccupied chairs near the entrance.","Có vài chiếc ghế trống gần lối vào."
"30_Days_TOEIC","RL1","empty","trống rỗng","adj","/ˈemp.ti/","The chairs near the front row were empty.","Những chiếc ghế ở hàng ghế đầu thì trống."
"30_Days_TOEIC","RL1","bend","cúi hoặc cong người","verb","/bend/","The worker bent over to pick up the heavy toolbox.","Người công nhân cúi xuống để nhặt hộp dụng cụ nặng."
"30_Days_TOEIC","RL1","lean","nghiêng, tựa vào","verb","/liːn/","The man is leaning against the railing while making a phone call.","Người đàn ông đang tựa vào lan can khi gọi điện thoại."
"30_Days_TOEIC","RL1","park","đậu xe","verb","/pɑːrk/","The delivery van is parked in front of the store.","Chiếc xe giao hàng đang đậu trước cửa hàng."
"30_Days_TOEIC","RL1","park","công viên","noun","/pɑːrk/","They had lunch together in a park near the office.","Họ đã ăn trưa cùng nhau ở một công viên gần văn phòng."
"30_Days_TOEIC","RL1","throw away","vứt bỏ","verb","/θroʊ əˈweɪ/","He threw away all the expired documents from the drawer.","Anh ấy đã vứt hết các tài liệu hết hạn trong ngăn kéo."
"30_Days_TOEIC","RL1","pack","xếp đồ vào túi hoặc vali","verb","/pæk/","She packed her suitcase the night before the business trip.","Cô ấy đã sắp xếp hành lý vào tối trước chuyến công tác."
"30_Days_TOEIC","RL1","package","gói hàng","noun","/ˈpæk.ɪdʒ/","The customer opened the package right after delivery.","Khách hàng mở gói hàng ngay sau khi nhận."
"30_Days_TOEIC","RL1","packaging","vật liệu đóng gói","noun","/ˈpæk.ɪ.dʒɪŋ/","The company invested in more eco-friendly packaging.","Công ty đã đầu tư vào vật liệu đóng gói thân thiện với môi trường hơn."
"30_Days_TOEIC","RL1","unpack","mở hộp, lấy đồ ra","verb","/ʌnˈpæk/","They are unpacking the new monitors for installation.","Họ đang mở hộp các màn hình mới để lắp đặt."
"30_Days_TOEIC","RL1","overlook","nhìn ra từ trên cao","verb","/ˌoʊ.vɚˈlʊk/","The apartment balcony overlooks the central park.","Ban công căn hộ nhìn ra công viên trung tâm."
"30_Days_TOEIC","RL1","overlook","bỏ sót, không chú ý đến","verb","/ˌoʊ.vɚˈlʊk/","The manager overlooked a key error in the test results.","Quản lý đã bỏ sót một lỗi quan trọng trong kết quả kiểm tra."
"30_Days_TOEIC","RL1","aisle","lối đi giữa các hàng ghế hoặc kệ","noun","/aɪl/","An attendant is walking quickly down the airplane aisle.","Một tiếp viên đang đi nhanh dọc theo lối đi trên máy bay."
"30_Days_TOEIC","RL1","fill","làm đầy","verb","/fɪl/","She is filling up a cup with water.","Cô ấy đang rót đầy nước vào cốc."
"30_Days_TOEIC","RL1","inspect","kiểm tra kỹ lưỡng","verb","/ɪnˈspekt/","A mechanic is inspecting the engine for any damage.","Một thợ máy đang kiểm tra động cơ để tìm hư hại."
"30_Days_TOEIC","RL1","inspection","kiểm tra","noun","/ɪnˈspek.ʃən/","The facility undergoes regular safety inspections.","Cơ sở này trải qua các cuộc kiểm tra an toàn định kỳ."
"30_Days_TOEIC","RL1","inspector","người kiểm tra","noun","/ɪnˈspek.tɚ/","A government inspector visited the site this morning.","Một thanh tra chính phủ đã đến kiểm tra công trình sáng nay."
"30_Days_TOEIC","RL1","trim","cắt tỉa","verb","/trɪm/","Gardeners are trimming the hedges near the walkway.","Những người làm vườn đang tỉa hàng rào cây gần lối đi."
"30_Days_TOEIC","RL1","pave","lát đường","verb","/peɪv/","The road through the forest has been paved recently.","Con đường xuyên qua khu rừng đã được lát gần đây."
"30_Days_TOEIC","RL1","pavement","vỉa hè","noun","/ˈpeɪv.mənt/","He slipped on the wet pavement after the rain.","Anh ấy trượt trên vỉa hè ướt sau cơn mưa."
"30_Days_TOEIC","RL1","repave","lát lại đường","verb","/ˌriːˈpeɪv/","They plan to repave a street near the post office.","Họ dự định lát lại một con đường gần bưu điện."
"30_Days_TOEIC","RL1","surface","lát bề mặt","verb","/ˈsɝː.fɪs/","They’re surfacing the new road with asphalt.","Họ đang lát mặt đường mới bằng nhựa đường."
"30_Days_TOEIC","RL1","assemble","tập hợp hoặc lắp ráp","verb","/əˈsem.bəl/","The women are assembling a desk in the office.","Những người phụ nữ đang lắp ráp một chiếc bàn trong văn phòng."
"30_Days_TOEIC","RL1","assembly","sự tập hợp hoặc lắp ráp","noun","/əˈsem.bli/","There was a fire drill during the morning assembly.","Có một buổi diễn tập chữa cháy trong lúc tập hợp buổi sáng."
"30_Days_TOEIC","RL1","gather","tập hợp, tụ tập lại","verb","/ˈɡæð.ɚ/","Visitors are gathering near the entrance for the factory tour.","Khách đang tập trung gần lối vào để tham quan nhà máy."
"30_Days_TOEIC","RL1","sail","di chuyển trên nước bằng buồm","verb","/seɪl/","Several boats are sailing smoothly across the lake.","Một vài chiếc thuyền đang lướt nhẹ qua mặt hồ."
"30_Days_TOEIC","RL1","sail","buồm","noun","/seɪl/","A large white sail has been raised on the main mast.","Một cánh buồm trắng lớn đã được kéo lên cột buồm chính."
"30_Days_TOEIC","RL1","sailboat","thuyền buồm","noun","/ˈseɪl.boʊt/","A sailboat is gliding peacefully on the river.","Một chiếc thuyền buồm đang lướt êm trên dòng sông."
"30_Days_TOEIC","RL1","mow","cắt cỏ","verb","/moʊ/","He’s mowing the grass between the trees in the park.","Anh ấy đang cắt cỏ giữa các hàng cây trong công viên."
"30_Days_TOEIC","RL1","mower","máy cắt cỏ","noun","/ˈmoʊ.ɚ/","He’s pushing a lawn mower across the yard.","Anh ấy đang đẩy máy cắt cỏ trên bãi cỏ."
"30_Days_TOEIC","RL1","copy","sao chép","verb","/ˈkɑː.pi/","One woman is copying a document using the machine.","Một người phụ nữ đang sao chép tài liệu bằng máy."
"30_Days_TOEIC","RL1","copier","máy photocopy","noun","/ˈkɑː.pi.ɚ/","He’s using a photocopier to duplicate the documents.","Anh ấy đang dùng máy photocopy để sao chép tài liệu."
"30_Days_TOEIC","RL1","perform","thực hiện, biểu diễn","verb","/pɚˈfɔːrm/","Artists are performing under a large tent in the plaza.","Các nghệ sĩ đang biểu diễn dưới một chiếc lều lớn ở quảng trường."
"30_Days_TOEIC","RL1","performance","buổi biểu diễn hoặc thực hiện nhiệm vụ","noun","/pɚˈfɔːr.məns/","The evening performance attracted a large audience.","Buổi biểu diễn tối đã thu hút đông đảo khán giả."
"30_Days_TOEIC","RL1","performer","người trình diễn","noun","/pɚˈfɔːr.mɚ/","People are lined up to watch a street performer downtown.","Mọi người đang xếp hàng xem một nghệ sĩ đường phố ở trung tâm thành phố."
"30_Days_TOEIC","RL1","transport","vận chuyển","verb","/ˈtræn.spɔːrt/","A ferry is transporting people across a river.","Một chiếc phà đang chở người qua sông."
"30_Days_TOEIC","RL1","transportation","vận chuyển","noun","/ˌtræn.spɚˈteɪ.ʃən/","Transportation is provided for all employees working night shifts.","Có phương tiện đưa đón cho tất cả nhân viên làm ca đêm."
"30_Days_TOEIC","RL1","move","di chuyển","verb","/muːv/","They are moving chairs to prepare for the event.","Họ đang di chuyển ghế để chuẩn bị cho sự kiện."
"30_Days_TOEIC","RL1","carry","mang, vác vật gì đó","verb","/ˈker.i/","The delivery man is carrying a box to the front door.","Người giao hàng đang mang hộp đến cửa trước."
"30_Days_TOEIC","RL1","shop","mua sắm","verb","/ʃɑːp/","A woman is shopping in an outdoor market.","Một người phụ nữ đang mua sắm ở chợ ngoài trời."
"30_Days_TOEIC","RL1","shopping","mua sắm","noun","/ˈʃɑː.pɪŋ/","He put all the groceries into the shopping cart.","Anh ấy đặt tất cả thực phẩm vào xe đẩy mua hàng."
"30_Days_TOEIC","RL1","shopper","người mua sắm","noun","/ˈʃɑː.pɚ/","Shoppers are browsing items at the outdoor stalls.","Người mua sắm đang xem hàng ở các quầy ngoài trời."
"30_Days_TOEIC","RL1","shopkeeper","chủ cửa hàng","noun","/ˈʃɑːpˌkiː.pɚ/","The shopkeeper welcomed each customer with a smile.","Người chủ cửa hàng chào đón từng khách hàng với nụ cười."
"30_Days_TOEIC","RL1","pour","rót hoặc đổ chất lỏng","verb","/pɔːr/","A woman is pouring water into a cup.","Một người phụ nữ đang rót nước vào cốc."
"30_Days_TOEIC","RL1","shade","bóng râm","noun","/ʃeɪd/","All of the tables are in the shade near the building.","Tất cả các bàn đều ở trong bóng râm gần tòa nhà."
"30_Days_TOEIC","RL1","shade","rèm che cửa sổ","noun","/ʃeɪd/","The woman is lowering a window shade to block the sunlight.","Người phụ nữ đang hạ rèm cửa để chắn ánh nắng."
"30_Days_TOEIC","RL1","shade","che bóng","verb","/ʃeɪd/","Some tables are shaded by large patio umbrellas.","Một số bàn được che bóng bởi ô lớn ngoài trời."
"30_Days_TOEIC","RL1","surround","bao quanh","verb","/səˈraʊnd/","Flowers surround the woman as she walks through the garden.","Hoa bao quanh người phụ nữ khi cô ấy đi trong khu vườn."
"30_Days_TOEIC","RL1","tow","kéo một phương tiện hoặc vật gì đó","verb","/toʊ/","The sailboat is being towed through the water by another vessel.","Chiếc thuyền buồm đang được kéo qua mặt nước bởi một tàu khác."
"30_Days_TOEIC","RL1","tow truck","xe kéo","noun","/ˈtoʊ ˌtrʌk/","A tow truck arrived to remove the parked car.","Một xe kéo đã đến để kéo chiếc xe đang đỗ."
"30_Days_TOEIC","RL1","wear","mặc, đội, đeo đồ trên người","verb","/wer/","Some of the spectators are wearing hats.","Một số khán giả đang đội mũ."
"30_Days_TOEIC","RL1","take off","cởi bỏ, tháo ra","verb","/teɪk ɔːf/","He took off his hat as he entered the room.","Anh ấy cởi mũ khi bước vào phòng."
"30_Days_TOEIC","RL1","rake","cào lá hoặc gom lại bằng dụng cụ có răng","verb","/reɪk/","Leaves have been raked into piles near the trees.","Lá cây đã được cào thành từng đống gần các gốc cây."
"30_Days_TOEIC","RL1","place","đặt hoặc để vật ở vị trí cụ thể","verb","/pleɪs/","They're placing books on a table for display.","Họ đang đặt sách lên bàn để trưng bày."
"30_Days_TOEIC","RL1","face","đối mặt","verb","/feɪs/","They are facing each other across the table.","Họ đang đối mặt với nhau qua chiếc bàn."
"30_Days_TOEIC","RL1","line","xếp thành hàng","verb","/laɪn/","Pieces of luggage are lined up on the pavement.","Hành lý được xếp thành hàng trên vỉa hè."
"30_Days_TOEIC","RL1","line","hàng, dãy người hoặc vật sắp theo thứ tự","noun","/laɪn/","Customers are waiting in line outside the store.","Khách hàng đang xếp hàng bên ngoài cửa hàng."
"30_Days_TOEIC","RL1","line","đường dây hoặc dòng sản phẩm","noun","/laɪn/","Our lines are busy today, please hold for the next available agent.","Đường dây của chúng tôi hiện đang bận, vui lòng chờ nhân viên tiếp theo."
"30_Days_TOEIC","RL1","plug in","cắm điện","verb","/plʌɡ ɪn/","She’s plugging in a machine near the wall.","Cô ấy đang cắm một chiếc máy gần bức tường."
"30_Days_TOEIC","RL1","unplug","rút phích điện","verb","/ʌnˈplʌɡ/","Don’t forget to unplug the appliance after use.","Đừng quên rút phích thiết bị sau khi sử dụng."
"30_Days_TOEIC","RL1","cross","băng qua","verb","/krɔːs/","Pedestrians are crossing the street at the intersection.","Người đi bộ đang băng qua đường tại ngã tư."
"30_Days_TOEIC","RL1","cross","khoanh tay hoặc chân thành hình chữ X","verb","/krɔːs/","She’s standing with her arms crossed, waiting for the bus.","Cô ấy đứng khoanh tay chờ xe buýt."
"30_Days_TOEIC","RL1","hang","treo hoặc gắn vật lên cao","verb","/hæŋ/","They’re hanging a picture on a wall in the office.","Họ đang treo một bức tranh lên tường trong văn phòng."
"30_Days_TOEIC","RL1","hang","treo lên","verb","/hæŋ/","A mirror is hanging on the wall above the sink.","Một chiếc gương đang treo trên tường phía trên bồn rửa."
"30_Days_TOEIC","RL1","distribute","phân phát","verb","/dɪˈstrɪb.juːt/","The waiter is distributing plates of food to each diner.","Người phục vụ đang phân phát các đĩa thức ăn cho từng thực khách."
"30_Days_TOEIC","RL1","distribution","sự phân phối","noun","/ˌdɪs.trɪˈbjuː.ʃən/","The distribution of lunch will start at 12 p.m. sharp.","Việc phát bữa trưa sẽ bắt đầu lúc 12 giờ đúng."
"30_Days_TOEIC","RL1","hand out","phát cho từng người","verb","/hænd aʊt/","The waiter is handing out plates of food to the guests.","Người phục vụ đang đưa từng đĩa thức ăn cho khách."
"30_Days_TOEIC","RL1","fold","gập lại","verb","/foʊld/","He's folding his jacket and placing it on the chair.","Anh ấy đang gập áo khoác và đặt nó lên ghế."
"30_Days_TOEIC","RL1","reflect","phản chiếu","verb","/rɪˈflekt/","The bridge is reflected clearly in the calm water.","Cây cầu được phản chiếu rõ ràng trên mặt nước yên tĩnh."
"30_Days_TOEIC","RL1","reflection","hình ảnh phản chiếu","noun","/rɪˈflek.ʃən/","One woman is looking at her reflection in the mirror.","Một người phụ nữ đang nhìn vào hình phản chiếu của mình trong gương."
"30_Days_TOEIC","RL1","reflective","phản chiếu hoặc suy ngẫm sâu sắc","adj","/rɪˈflek.tɪv/","The glass has a reflective coating to reduce heat.","Kính có lớp phủ phản quang để giảm nhiệt."
"30_Days_TOEIC","RL1","address","phát biểu trước nhóm người","verb","/əˈdres/","He’s addressing his colleagues during the meeting.","Anh ấy đang phát biểu trước các đồng nghiệp trong cuộc họp."
"30_Days_TOEIC","RL1","plant","trồng cây","verb","/plænt/","Small trees have been planted in individual pots.","Những cây nhỏ đã được trồng trong các chậu riêng biệt."
"30_Days_TOEIC","RL1","plant","cây trồng","noun","/plænt/","The women are watering the plants in the corner.","Những người phụ nữ đang tưới cây ở góc phòng."
"30_Days_TOEIC","RL1","file","sắp xếp tài liệu","verb","/faɪl/","The man is filing some documents into a cabinet.","Người đàn ông đang sắp xếp tài liệu vào tủ hồ sơ."
"30_Days_TOEIC","RL1","file","hồ sơ","noun","/faɪl/","He placed the contract back into the file folder.","Anh ấy đặt hợp đồng trở lại vào thư mục hồ sơ."
"30_Days_TOEIC","RL1","operate","vận hành","verb","/ˈɑː.pə.reɪt/","He’s operating some factory machinery with caution.","Anh ấy đang vận hành một số máy móc trong nhà máy một cách cẩn thận."
"30_Days_TOEIC","RL1","operation","quá trình vận hành","noun","/ˌɑː.pəˈreɪ.ʃən/","The operation of this machine requires safety training.","Việc vận hành chiếc máy này cần được đào tạo an toàn."
"30_Days_TOEIC","RL1","operational","đang hoạt động bình thường","adj","/ˌɑː.pəˈreɪ.ʃən.əl/","All the systems are now fully operational.","Tất cả các hệ thống hiện đã hoạt động đầy đủ."
"30_Days_TOEIC","RL1","stack","xếp chồng lên nhau","verb","/stæk/","He’s stacking up some bricks near the wall.","Anh ấy đang xếp gạch thành chồng gần bức tường."
"30_Days_TOEIC","RL1","stack","chồng, đống vật xếp lên nhau","noun","/stæk/","He’s standing by two stacks of plates.","Anh ấy đang đứng cạnh hai chồng đĩa."
"30_Days_TOEIC","RL1","clap","vỗ tay tán thưởng","verb","/klæp/","An audience is clapping for some musicians on stage.","Khán giả đang vỗ tay cho một số nhạc công trên sân khấu."
"30_Days_TOEIC","RL1","kneel","quỳ gối","verb","/niːl/","The woman is kneeling in the garden to tend the plants.","Người phụ nữ đang quỳ trong vườn để chăm sóc cây."
"30_Days_TOEIC","RL1","turn on","bật lên","verb","/tɝːn ɑːn/","They’re turning on the lights as the room gets dark.","Họ đang bật đèn khi căn phòng trở nên tối."
"30_Days_TOEIC","RL1","turn off","tắt thiết bị","verb","/tɝːn ɔːf/","They’re turning off the lights before leaving the room.","Họ đang tắt đèn trước khi rời khỏi phòng."
"30_Days_TOEIC","RL1","turn","lật, xoay, chuyển hướng","verb","/tɝːn/","Please turn the page to continue reading.","Vui lòng lật trang để tiếp tục đọc."
"30_Days_TOEIC","RL1","stroll","đi dạo thư giãn","verb","/stroʊl/","Pedestrians are strolling beside a riverbank in the afternoon sun.","Người đi bộ đang dạo bước bên bờ sông dưới ánh nắng chiều."
"30_Days_TOEIC","RL2","pile","chất thành đống","verb","/paɪl/","Dishes have been piled in a drying rack after washing.","Bát đĩa đã được chất thành đống trong giá phơi sau khi rửa."
"30_Days_TOEIC","RL2","pile","đống vật xếp chồng lên nhau","noun","/paɪl/","There is a pile of wood next to the cabin.","Có một đống củi bên cạnh túp lều."
"30_Days_TOEIC","RL2","store","cất giữ, lưu trữ","verb","/stɔːr/","Some men are storing luggage above their seats.","Một số người đàn ông đang cất hành lý lên phía trên chỗ ngồi của họ."
"30_Days_TOEIC","RL2","storage","nơi lưu trữ","noun","/ˈstɔːr.ɪdʒ/","There’s not enough storage for all the equipment.","Không có đủ chỗ lưu trữ cho tất cả thiết bị."
"30_Days_TOEIC","RL2","pick up","nhặt lên hoặc đón ai đó","verb","/pɪk ʌp/","He's picking up his briefcase from the floor.","Anh ấy đang nhặt cặp tài liệu của mình lên khỏi sàn."
"30_Days_TOEIC","RL2","serve","phục vụ","verb","/sɝːv/","Waiters are serving beverages to the customers.","Nhân viên phục vụ đang mang đồ uống cho khách hàng."
"30_Days_TOEIC","RL2","server","nhân viên phục vụ","noun","/ˈsɝː.vɚ/","The server greeted guests and handed them menus.","Nhân viên phục vụ chào khách và đưa thực đơn."
"30_Days_TOEIC","RL2","board","lên phương tiện giao thông","verb","/bɔːrd/","Passengers are boarding a bus in front of the station.","Hành khách đang lên xe buýt trước nhà ga."
"30_Days_TOEIC","RL2","board","tấm ván hoặc bảng phẳng","noun","/bɔːrd/","Some boards have been piled on a deck near the house.","Một vài tấm ván đã được chất thành đống trên boong gần ngôi nhà."
"30_Days_TOEIC","RL2","board","ban quản trị","noun","/bɔːrd/","The board of directors will meet this afternoon.","Ban giám đốc sẽ họp vào chiều nay."
"30_Days_TOEIC","RL2","frame","đóng khung","verb","/freɪm/","She’s framing a piece of art at her workstation.","Cô ấy đang đóng khung một tác phẩm nghệ thuật tại bàn làm việc."
"30_Days_TOEIC","RL2","frame","khung","noun","/freɪm/","A framed picture was placed on the shelf.","Một bức tranh đã đóng khung được đặt trên kệ."
"30_Days_TOEIC","RL2","relax","thư giãn","verb","/rɪˈlæks/","They’re relaxing on the lawn in the afternoon sunshine.","Họ đang thư giãn trên bãi cỏ dưới ánh nắng chiều."
"30_Days_TOEIC","RL2","roll","cuộn lại hoặc lăn vật gì đó","verb","/roʊl/","The carpet has been rolled up in the corner.","Tấm thảm đã được cuộn lại và đặt ở góc phòng."
"30_Days_TOEIC","RL2","roll","đẩy hoặc kéo vật có bánh xe","verb","/roʊl/","A shopper is rolling a cart down a walkway.","Một người mua sắm đang đẩy xe hàng dọc lối đi."
"30_Days_TOEIC","RL2","bow","cúi chào","verb","/baʊ/","A performer is bowing before an audience after the show.","Một nghệ sĩ đang cúi chào khán giả sau buổi biểu diễn."
"30_Days_TOEIC","RL2","clear","dọn dẹp, loại bỏ vật cản","verb","/klɪr/","Tree branches are being cleared off a walkway.","Các cành cây đang được dọn khỏi lối đi."
"30_Days_TOEIC","RL2","display","trưng bày","verb","/dɪˈspleɪ/","The shoes are displayed on a shelf near the entrance.","Những đôi giày được trưng bày trên kệ gần lối vào."
"30_Days_TOEIC","RL2","display","sự trưng bày","noun","/dɪˈspleɪ/","A sculpture is on display outside the museum.","Một bức tượng đang được trưng bày bên ngoài bảo tàng."
"30_Days_TOEIC","RL2","extend","kéo dài hoặc mở rộng","verb","/ɪkˈstend/","A bridge extends towards a domed building in the distance.","Một cây cầu kéo dài về phía tòa nhà có mái vòm ở phía xa."
"30_Days_TOEIC","RL2","cook","nấu ăn","verb","/kʊk/","Some vegetables are being cooked in a large pot.","Một số loại rau đang được nấu trong một nồi lớn."
"30_Days_TOEIC","RL2","sip","uống từng ngụm nhỏ","verb","/sɪp/","A woman is sipping a cup of coffee near the window.","Một người phụ nữ đang nhâm nhi tách cà phê gần cửa sổ."
"30_Days_TOEIC","RL2","work on","làm việc để sửa hoặc hoàn thành điều gì đó","verb","/wɝːk ɑːn/","He’s working on the tire near the parked vehicle.","Anh ấy đang sửa lốp xe gần chiếc xe đang đỗ."
"30_Days_TOEIC","RL2","sweep","quét dọn","verb","/swiːp/","One of the men is sweeping an outdoor area with a broom.","Một trong những người đàn ông đang quét dọn khu vực ngoài trời bằng chổi."
"30_Days_TOEIC","RL2","browse","xem qua, tìm kiếm không vội","verb","/braʊz/","The woman is browsing through some magazines at a newsstand.","Người phụ nữ đang xem qua vài tạp chí tại sạp báo."
"30_Days_TOEIC","RL2","lie","nằm xuống","verb","/laɪ/","The bicycle is lying on the ground near the bench.","Chiếc xe đạp đang nằm trên mặt đất gần băng ghế."
"30_Days_TOEIC","RL2","wrap","gói lại","verb","/ræp/","He’s wrapping a book in paper carefully.","Anh ấy đang cẩn thận gói một cuốn sách bằng giấy."
"30_Days_TOEIC","RL2","wrap up","kết thúc, hoàn thành","verb","/ræp ʌp/","Let’s wrap up the presentation before the break.","Hãy kết thúc bài thuyết trình trước giờ nghỉ."
"30_Days_TOEIC","RL2","exercise","tập thể dục","verb","/ˈek.sɚ.saɪz/","Some people are exercising in a park early in the morning.","Một số người đang tập thể dục trong công viên vào sáng sớm."
"30_Days_TOEIC","RL2","border","bao quanh, tạo ranh giới khu vực","verb","/ˈbɔːr.dɚ/","A plaza is bordered by a fence on all sides.","Một quảng trường được bao quanh bởi hàng rào ở mọi phía."
"30_Days_TOEIC","RL2","set up","lắp đặt hoặc chuẩn bị","verb","/set ʌp/","A man is setting up a podium near the stage.","Một người đàn ông đang lắp đặt bục phát biểu gần sân khấu."
"30_Days_TOEIC","RL2","spread","trải ra, giăng rộng","verb","/spred/","Towels have been spread out on the sand by the beachgoers.","Những chiếc khăn đã được trải ra trên cát bởi những người đi biển."
"30_Days_TOEIC","RL2","wipe","lau chùi","verb","/waɪp/","He’s wiping off a kitchen counter with a cloth.","Anh ấy đang lau mặt bàn bếp bằng khăn vải."
"30_Days_TOEIC","RL2","dine","dùng bữa","verb","/daɪn/","They’re dining at a restaurant near the waterfront.","Họ đang dùng bữa tại một nhà hàng gần bờ sông."
"30_Days_TOEIC","RL2","dining","ăn uống","noun","/ˈdaɪ.nɪŋ/","The hotel has a spacious dining area for guests.","Khách sạn có khu vực ăn uống rộng rãi cho khách."
"30_Days_TOEIC","RL2","stock","dự trữ hàng hóa","verb","/stɑːk/","The office is stocked with supplies for daily use.","Văn phòng được dự trữ đầy đủ vật tư dùng hàng ngày."
"30_Days_TOEIC","RL2","stock","hàng tồn kho","noun","/stɑːk/","The item you ordered is currently out of stock.","Mặt hàng bạn đặt hiện đang hết hàng."
"30_Days_TOEIC","RL2","fasten","gắn chặt, buộc chắc","verb","/ˈfæs.ən/","Equipment is being fastened to the roof of a car.","Thiết bị đang được gắn lên nóc xe ô tô."
"30_Days_TOEIC","RL2","exchange","trao đổi","verb","/ɪksˈtʃeɪndʒ/","The men are exchanging business cards during the meeting.","Những người đàn ông đang trao đổi danh thiếp trong cuộc họp."
"30_Days_TOEIC","RL2","take notes","ghi chú thông tin quan trọng","verb","/teɪk noʊts/","A woman is taking notes on a board during the meeting.","Một người phụ nữ đang ghi chú trên bảng trong cuộc họp."
"30_Days_TOEIC","RL2","polish","đánh bóng","verb","/ˈpɑː.lɪʃ/","The silverware is being polished until it shines.","Đồ bạc đang được đánh bóng cho đến khi sáng loáng."
"30_Days_TOEIC","RL2","lift","nâng lên","verb","/lɪft/","A machine is lifting bags onto a shelf in the warehouse.","Một chiếc máy đang nâng các túi lên kệ trong kho."
"30_Days_TOEIC","RL2","run","kéo dài theo một hướng nhất định","verb","/rʌn/","A high wall runs alongside the train tracks.","Một bức tường cao chạy dọc theo đường ray xe lửa."
"30_Days_TOEIC","RL2","run","chạy","verb","/rʌn/","A man is running up a ramp outside the building.","Một người đàn ông đang chạy lên dốc bên ngoài tòa nhà."
"30_Days_TOEIC","RL2","sort","phân loại hoặc sắp xếp","verb","/sɔːrt/","She’s sorting out some papers on her desk.","Cô ấy đang phân loại một số giấy tờ trên bàn làm việc."
"30_Days_TOEIC","RL2","sew","may hoặc khâu vải","verb","/soʊ/","The women are sewing some clothing by hand.","Những người phụ nữ đang may một số quần áo bằng tay."
